epoch,distortion_loss,perception_loss
0,0.352252721786499,33.8827018737793
1,0.34453341364860535,35.21860122680664
2,0.3444974720478058,35.357418060302734
3,0.3457212448120117,33.69963073730469
4,0.3465062081813812,31.97376251220703
5,0.34331783652305603,35.689083099365234
6,0.3449523448944092,33.15393829345703
7,0.34415337443351746,34.603214263916016
8,0.34551185369491577,34.30540466308594
9,0.34073686599731445,34.08220291137695
10,0.35555681586265564,29.628122329711914
11,0.3450150489807129,33.914276123046875
12,0.3450162410736084,33.424095153808594
13,0.34549397230148315,33.055023193359375
14,0.3449385166168213,34.93175506591797
15,0.3474377393722534,32.744300842285156
16,0.3437662720680237,34.56975173950195
17,0.3449525535106659,33.76106262207031
18,0.3472146987915039,31.925512313842773
19,0.34631863236427307,32.80540466308594
20,0.3442196249961853,33.02415084838867
21,0.34603455662727356,32.74922180175781
22,0.3455231785774231,32.69739532470703
23,0.3449499011039734,32.82070541381836
24,0.3453234136104584,32.376983642578125
